Baseline 1 (Test Accuracy),Baseline 1 (Train Accuracy),Baseline 2 (Test Accuracy),Baseline 2 (Train Accuracy),Transfer (Test Accuracy),Transfer (Train Accuracy)
0.0,1.0,0.5,1.0
