Baseline 1 (Test Accuracy),Baseline 1 (Train Accuracy),Baseline 2 (Test Accuracy),Baseline 2 (Train Accuracy),Transfer (Test Accuracy),Transfer (Train Accuracy)
0.5,0.3333333333333333,0.5,1.0
