Baseline 1 (Test Accuracy),Baseline 1 (Train Accuracy),Baseline 2 (Test Accuracy),Baseline 2 (Train Accuracy),Transfer (Test Accuracy),Transfer (Train Accuracy)
0.5,0.8333333333333334,0.5,1.0
